,MSZoning,LotArea,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition_1,Condition_2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,RoofStyle,RoofMatl,Exterior_1st,Exterior_2nd,MasVnrType,MasVnrArea,Foundation,BsmtExposure,BsmtFinType_1,BsmtFinType_2,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,GrLivArea,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageType,GarageFinish,GarageCars,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,_3SsnPorch,ScreenPorch,PoolArea,Fence,MiscFeature,MoSold,YrSold,SaleType,SaleCondition,SalePrice,YearSinceRemod,TotBathrooms
856,RL,10970,No_Alley,3,Low,Inside,2,CollgCr,Norm,Norm,1Fam,SLvl,6,6,1978,Gable,CompShg,Plywood,HdBoard,None,0.0,CBlock,Gd,GLQ,LwQ,940,GasA,TA,Y,SBrkr,1026,3,1,5,0,Detchd,2,2,3,0,0,34,0,0,0,MnPrv,None,10,2008,WD,Normal,147000,30,2.0
857,RL,8125,No_Alley,4,Lvl,Inside,1,Gilbert,Norm,Norm,1Fam,2Story,6,5,1994,Gable,CompShg,HdBoard,HdBoard,None,0.0,PConc,No,Unf,Unf,702,GasA,Gd,Y,SBrkr,1481,3,1,6,1,Attchd,4,2,3,0,36,0,0,0,0,No_Fence,None,3,2009,WD,Normal,174000,14,2.5
858,RL,10400,No_Alley,4,Lvl,Inside,1,NWAmes,Norm,Norm,1Fam,1Story,7,5,1976,Gable,CompShg,HdBoard,HdBoard,BrkFace,189.0,CBlock,No,Unf,Unf,1090,GasA,TA,Y,SBrkr,1370,3,1,6,1,Attchd,3,2,3,0,0,0,0,0,0,MnPrv,None,6,2009,WD,Family,152000,33,2.0
859,RL,11029,No_Alley,3,Lvl,Corner,1,NWAmes,PosA,Norm,1Fam,2Story,6,7,1968,Gable,CompShg,HdBoard,HdBoard,BrkFace,220.0,CBlock,Mn,BLQ,Unf,1054,GasA,TA,Y,SBrkr,2654,4,1,9,1,Attchd,2,2,3,0,65,0,0,222,0,No_Fence,None,8,2006,WD,Normal,250000,22,3.5
860,RL,7642,No_Alley,4,Lvl,Corner,1,Crawfor,Norm,Norm,1Fam,1.5Fin,7,8,1918,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,BrkTil,No,Unf,Unf,912,GasA,Gd,Y,SBrkr,1426,3,1,7,1,Detchd,2,1,3,0,240,0,0,0,0,GdPrv,None,6,2007,WD,Normal,189950,9,1.5
861,RL,11625,No_Alley,4,Lvl,Inside,1,Sawyer,Norm,Norm,2fmCon,1Story,5,4,1965,Hip,CompShg,Plywood,HdBoard,None,0.0,PConc,Mn,BLQ,Unf,1039,GasA,Ex,Y,SBrkr,1039,3,1,6,0,Attchd,2,2,3,0,0,0,0,0,0,No_Fence,None,4,2010,WD,Normal,131500,45,2.5
862,RL,9672,No_Alley,4,Lvl,Corner,1,SawyerW,Norm,Norm,1Fam,1Story,6,5,1984,Hip,CompShg,HdBoard,Plywood,None,0.0,PConc,No,GLQ,Unf,1040,GasA,TA,Y,SBrkr,1097,3,1,6,0,Attchd,2,2,3,0,0,0,0,0,0,GdPrv,None,5,2010,WD,Normal,152000,25,2.0
863,RL,7931,No_Alley,4,Lvl,Inside,1,NAmes,Norm,Norm,1Fam,1Story,5,5,1959,Hip,CompShg,BrkFace,Plywood,None,0.0,CBlock,No,BLQ,Unf,1148,GasA,TA,Y,SBrkr,1148,3,1,6,0,Attchd,2,1,3,0,0,0,0,0,0,GdPrv,None,7,2009,WD,Normal,132500,50,2.0
864,FV,8640,No_Alley,4,Lvl,Inside,1,Somerst,Norm,Norm,1Fam,1Story,7,5,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,PConc,No,Unf,Unf,1372,GasA,Ex,Y,SBrkr,1372,3,1,6,0,Attchd,4,2,3,0,140,0,0,0,0,No_Fence,None,5,2008,New,Partial,250580,0,2.0
865,RL,8750,No_Alley,3,Lvl,Inside,1,NAmes,Norm,Norm,1Fam,1Story,5,6,1970,Gable,CompShg,MetalSd,MetalSd,BrkFace,76.0,CBlock,No,BLQ,Unf,1002,GasA,TA,Y,SBrkr,1002,3,1,5,0,Detchd,2,2,3,0,0,0,0,0,0,MnPrv,None,8,2009,WD,Normal,148500,39,2.0
866,RL,10656,No_Alley,3,HLS,Inside,1,Timber,Norm,Norm,1Fam,1Story,8,5,2006,Gable,CompShg,VinylSd,VinylSd,Stone,274.0,PConc,Av,Unf,Unf,1638,GasA,Ex,Y,SBrkr,1646,3,1,6,1,Attchd,3,3,3,192,80,0,0,0,0,No_Fence,None,11,2007,New,Partial,248900,0,2.0
867,RL,6970,No_Alley,4,Lvl,Corner,1,Sawyer,Feedr,Norm,1Fam,1Story,4,5,1961,Gable,CompShg,VinylSd,VinylSd,None,0.0,CBlock,No,ALQ,Unf,1040,GasA,TA,Y,SBrkr,1120,3,1,5,0,Attchd,3,2,3,168,0,0,0,0,0,No_Fence,Shed,5,2007,WD,Normal,129000,46,2.5
868,RL,14762,No_Alley,2,Lvl,Corner,1,Gilbert,Feedr,Norm,1Fam,2Story,5,6,1948,Gable,CompShg,Plywood,Plywood,None,0.0,Slab,No_basement,No_basement,No_basement,0,GasA,Gd,Y,SBrkr,2320,2,1,7,1,Attchd,2,2,2,120,144,0,0,0,0,No_Fence,None,5,2006,WD,Normal,169000,56,2.0
869,RL,9938,No_Alley,4,Lvl,Inside,1,SawyerW,Norm,Norm,1Fam,2Story,7,5,1993,Gable,CompShg,MetalSd,MetalSd,BrkFace,246.0,PConc,No,GLQ,Unf,1050,GasA,Ex,Y,SBrkr,1949,3,1,8,1,Attchd,4,2,3,156,90,0,0,0,0,GdPrv,None,6,2010,WD,Normal,236000,16,3.5
870,RL,6600,No_Alley,4,Lvl,Inside,1,NAmes,PosN,Norm,1Fam,1Story,5,5,1962,Hip,CompShg,MetalSd,MetalSd,None,0.0,CBlock,No,Unf,Unf,894,GasA,Gd,N,SBrkr,894,2,1,5,0,Detchd,2,1,3,0,0,0,0,0,0,No_Fence,None,8,2009,WD,Normal,109500,47,1.0
871,RL,8750,No_Alley,4,Lvl,Inside,1,CollgCr,Norm,Norm,1Fam,2Story,6,5,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,116.0,PConc,No,GLQ,Unf,804,GasA,Ex,Y,SBrkr,1682,3,1,7,0,Attchd,3,2,3,0,77,0,0,0,0,No_Fence,None,6,2010,WD,Normal,200500,12,2.5
872,RL,8892,No_Alley,4,Lvl,Corner,1,NAmes,Norm,Norm,1Fam,1Story,5,7,1953,Gable,CompShg,WdShing,Wd Shng,None,0.0,Stone,Av,Unf,Unf,105,GasA,Gd,Y,SBrkr,910,3,1,5,0,Attchd,2,2,3,196,0,150,0,0,0,GdWo,None,10,2008,WD,Normal,116000,12,1.0
873,RL,12144,No_Alley,4,Lvl,Inside,1,NAmes,Norm,Norm,1Fam,1Story,5,7,1949,Gable,CompShg,HdBoard,HdBoard,None,0.0,CBlock,No,Rec,Unf,832,GasA,Gd,Y,SBrkr,1268,3,1,6,1,Attchd,2,1,3,0,28,0,0,0,0,No_Fence,Othr,9,2009,WD,Normal,133000,59,1.0
874,RM,5720,No_Alley,4,Lvl,Inside,1,OldTown,Artery,Norm,1Fam,1.5Fin,5,6,1941,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,CBlock,No,Unf,Unf,676,GasA,Ex,Y,SBrkr,1131,3,1,5,0,Detchd,2,1,3,26,0,0,0,0,0,No_Fence,None,8,2009,WD,Abnorml,66500,59,1.5
875,FV,9000,No_Alley,4,Lvl,Inside,1,Somerst,Norm,Norm,1Fam,2Story,8,5,2007,Gable,CompShg,CemntBd,CmentBd,None,0.0,PConc,Av,GLQ,Unf,1184,GasA,Ex,Y,SBrkr,2610,4,1,11,1,BuiltIn,4,2,3,208,364,0,0,0,0,No_Fence,None,8,2007,New,Partial,303477,0,2.5
876,RL,25286,No_Alley,4,HLS,Inside,2,Mitchel,Norm,Norm,1Fam,1Story,4,5,1963,Gable,CompShg,HdBoard,Plywood,None,0.0,PConc,Gd,ALQ,Unf,1064,GasA,Gd,Y,SBrkr,1040,3,1,5,0,Attchd,2,2,3,0,0,0,0,0,0,No_Fence,None,1,2007,WD,Normal,132250,44,2.0
877,RL,8834,No_Alley,4,Lvl,Inside,1,NridgHt,Norm,Norm,1Fam,2Story,9,5,2004,Hip,CompShg,VinylSd,VinylSd,Stone,216.0,PConc,No,GLQ,Unf,1462,GasA,Ex,Y,SBrkr,2224,4,1,10,1,Attchd,4,3,3,184,0,0,0,0,0,No_Fence,None,6,2009,WD,Normal,350000,4,3.5
878,RL,11782,No_Alley,3,Lvl,Inside,1,Sawyer,Norm,Norm,1Fam,SFoyer,5,7,1961,Gable,CompShg,HdBoard,HdBoard,None,0.0,CBlock,Av,ALQ,Unf,1109,GasA,TA,Y,SBrkr,1155,3,1,6,0,Detchd,2,2,3,192,0,0,0,0,0,MnPrv,Shed,6,2010,WD,Normal,148000,15,2.0
879,RL,7000,No_Alley,3,Lvl,CulDSac,1,CollgCr,Norm,Norm,1Fam,1Story,5,8,1978,Gable,CompShg,VinylSd,VinylSd,BrkFace,90.0,CBlock,No,ALQ,Unf,864,GasA,Ex,Y,SBrkr,864,3,1,6,0,Attchd,2,1,3,0,0,0,0,0,0,GdWo,None,7,2009,WD,Normal,136500,4,2.0
880,RL,7024,No_Alley,4,Lvl,Inside,1,Edwards,Norm,Norm,1Fam,1Story,5,5,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,PConc,No,ALQ,Unf,1090,GasA,Gd,Y,SBrkr,1090,2,1,5,0,Attchd,4,2,3,0,49,0,0,0,0,No_Fence,None,6,2007,WD,Normal,157000,1,2.5
881,RL,13758,No_Alley,3,Lvl,CulDSac,1,Timber,Norm,Norm,1Fam,1.5Fin,7,5,1990,Gable,CompShg,HdBoard,HdBoard,BrkFace,117.0,CBlock,Mn,LwQ,Unf,1156,GasA,Ex,Y,SBrkr,1717,3,1,7,1,Attchd,3,2,3,168,36,0,0,0,0,No_Fence,None,4,2007,WD,Normal,187500,16,2.5
882,RL,9636,No_Alley,3,Lvl,Corner,1,Gilbert,Norm,Norm,1Fam,2Story,6,5,1992,Gable,CompShg,VinylSd,VinylSd,None,0.0,PConc,No,Unf,Unf,808,GasA,Gd,Y,SBrkr,1593,3,1,7,1,BuiltIn,3,2,3,342,40,0,0,0,0,MnPrv,None,12,2009,WD,Normal,178000,16,2.5
883,RL,6204,No_Alley,4,Bnk,Inside,1,SWISU,Norm,Norm,1Fam,2.5Fin,4,5,1912,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,PConc,No,Unf,Unf,795,GasA,TA,N,SBrkr,2230,5,1,10,0,Detchd,2,1,3,0,188,0,0,0,0,No_Fence,None,3,2006,WD,Normal,118500,56,2.0
884,RL,7150,No_Alley,4,Lvl,Inside,1,NAmes,Norm,Norm,1Fam,1Story,5,5,1967,Gable,CompShg,HdBoard,HdBoard,BrkFace,60.0,CBlock,No,BLQ,Unf,892,GasA,TA,Y,SBrkr,892,3,1,5,0,Attchd,3,1,3,0,0,0,0,0,0,GdWo,None,7,2009,WD,Normal,100000,42,1.0
885,FV,5119,No_Alley,3,Lvl,CulDSac,1,Somerst,Norm,Norm,TwnhsE,1Story,9,5,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,60.0,PConc,Av,GLQ,Unf,1698,GasA,Ex,Y,SBrkr,1709,2,1,5,1,Attchd,4,2,3,97,65,0,0,0,0,No_Fence,None,1,2008,CWD,Abnorml,328900,8,3.0
886,RL,8393,No_Alley,4,Lvl,Corner,1,NAmes,Norm,Norm,Duplex,1Story,5,5,1959,Gable,CompShg,MetalSd,MetalSd,BrkFace,122.0,CBlock,No,LwQ,Unf,1626,GasA,Ex,Y,SBrkr,1712,4,2,8,0,Attchd,4,2,3,272,54,0,0,0,0,No_Fence,None,6,2006,WD,Family,145000,1,2.0
887,RL,16466,No_Alley,3,Lvl,Inside,1,Edwards,Norm,Norm,1Fam,1.5Fin,5,7,1955,Gable,CompShg,MetalSd,MetalSd,None,0.0,PConc,No,Unf,Unf,816,GasA,TA,Y,SBrkr,1393,3,1,8,0,Attchd,2,1,3,121,0,0,0,265,0,No_Fence,None,4,2008,WD,Normal,135500,53,1.5
888,RL,15865,No_Alley,3,Lvl,Inside,2,NAmes,Norm,Norm,1Fam,1Story,8,6,1970,Flat,Tar&Grv,Wd Sdng,Wd Sdng,None,0.0,PConc,Gd,ALQ,Rec,2217,GasA,Ex,Y,SBrkr,2217,4,1,8,1,Attchd,2,2,3,81,207,0,0,224,0,No_Fence,None,10,2007,WD,Normal,268000,37,3.0
889,RL,12160,No_Alley,4,Lvl,Inside,1,NAmes,Feedr,Norm,1Fam,1Story,6,4,1953,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,90.0,CBlock,No,BLQ,Unf,1505,GasA,Ex,Y,SBrkr,1505,2,1,6,1,Attchd,3,2,3,0,0,0,162,0,0,No_Fence,None,2,2009,WD,Normal,149500,56,2.0
890,RL,8064,No_Alley,4,Lvl,Corner,1,NAmes,Artery,Norm,1Fam,1.5Fin,5,7,1949,Gable,CompShg,MetalSd,MetalSd,None,0.0,CBlock,Mn,Unf,Unf,672,GasA,Ex,Y,SBrkr,924,3,1,6,1,Detchd,2,2,3,0,0,0,0,0,0,MnPrv,Shed,7,2007,WD,Normal,122900,1,1.0
891,RL,11184,No_Alley,4,Lvl,Inside,1,Sawyer,Norm,Norm,1Fam,2Story,6,5,1978,Hip,CompShg,HdBoard,HdBoard,BrkFace,92.0,CBlock,No,LwQ,Rec,918,GasA,Gd,Y,SBrkr,1683,3,1,7,1,Attchd,3,2,3,243,0,0,0,0,0,No_Fence,None,7,2009,WD,Normal,172500,31,2.5
892,RL,8414,No_Alley,4,Lvl,Inside,1,Sawyer,Norm,Norm,1Fam,1Story,6,8,1963,Hip,CompShg,HdBoard,HdBoard,None,0.0,CBlock,No,GLQ,Unf,1059,GasA,TA,Y,SBrkr,1068,3,1,6,0,Attchd,3,1,3,192,0,0,0,0,0,MnPrv,None,2,2006,WD,Normal,154500,3,1.5
893,RL,13284,No_Alley,4,Lvl,Inside,1,Sawyer,PosN,Norm,1Fam,1Story,5,5,1954,Gable,CompShg,Wd Sdng,Plywood,None,0.0,PConc,Mn,BLQ,Unf,1383,GasA,TA,Y,SBrkr,1383,3,1,6,1,Attchd,2,1,3,511,116,0,0,0,0,GdPrv,None,6,2008,WD,Normal,165000,54,2.0
894,RL,7018,No_Alley,4,Bnk,Inside,1,SawyerW,Norm,Norm,Duplex,1Story,5,5,1979,Gable,CompShg,Plywood,Plywood,None,0.0,Slab,No_basement,No_basement,No_basement,0,GasA,TA,Y,SBrkr,1535,4,2,8,0,Attchd,2,2,3,0,0,0,0,0,0,No_Fence,None,6,2009,WD,Alloca,118858,30,2.0
895,RL,7056,No_Alley,4,Lvl,Inside,1,NAmes,Norm,Norm,1Fam,2Story,6,5,1963,Hip,CompShg,HdBoard,HdBoard,BrkFace,415.0,CBlock,No,BLQ,Unf,780,GasA,TA,Y,SBrkr,1796,4,1,8,1,Attchd,3,2,3,0,50,0,0,0,0,No_Fence,None,10,2008,WD,Normal,140000,45,2.5
896,RM,8765,Grvl,4,Lvl,Inside,1,IDOTRR,Norm,Norm,1Fam,1Story,4,6,1936,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,BrkTil,No,ALQ,Unf,951,GasA,Ex,N,SBrkr,951,2,1,6,0,Detchd,2,1,3,0,28,0,0,0,0,No_Fence,None,4,2006,WD,Abnorml,106500,56,1.0
897,RL,7018,No_Alley,4,Lvl,Inside,1,SawyerW,Feedr,Norm,Duplex,2Story,5,5,1979,Gable,CompShg,Plywood,Plywood,None,0.0,Slab,No_basement,No_basement,No_basement,0,GasA,TA,Y,SBrkr,2240,6,2,12,0,Detchd,2,2,3,154,0,0,0,0,0,No_Fence,None,6,2009,WD,Alloca,142953,30,2.0
898,RL,12919,No_Alley,3,Lvl,Inside,1,NridgHt,Norm,Norm,1Fam,1Story,9,5,2009,Hip,CompShg,VinylSd,VinylSd,Stone,760.0,PConc,Gd,GLQ,Unf,2330,GasA,Ex,Y,SBrkr,2364,2,1,11,2,Attchd,4,3,3,0,67,0,0,0,0,No_Fence,None,3,2010,New,Partial,611657,0,3.5
899,RL,6993,No_Alley,4,Lvl,Inside,1,Sawyer,Feedr,Norm,1Fam,1Story,5,7,1961,Gable,CompShg,HdBoard,Plywood,None,0.0,CBlock,No,BLQ,Unf,912,GasA,TA,Y,SBrkr,1236,3,1,6,1,Attchd,2,1,3,0,0,0,0,0,0,No_Fence,None,6,2006,WD,Normal,135000,12,1.0
900,RL,7340,No_Alley,3,Lvl,Inside,1,NAmes,Norm,Norm,1Fam,1Story,4,6,1971,Gable,CompShg,HdBoard,HdBoard,None,0.0,CBlock,No,ALQ,Unf,858,GasA,TA,Y,SBrkr,858,2,1,4,0,Detchd,2,1,3,0,0,0,0,0,0,No_Fence,None,6,2007,WD,Normal,110000,36,1.0
901,RL,8712,No_Alley,3,Lvl,Inside,1,NAmes,Norm,Norm,1Fam,1Story,5,7,1957,Hip,CompShg,MetalSd,MetalSd,None,0.0,CBlock,Mn,BLQ,Unf,992,GasA,TA,Y,SBrkr,1306,2,1,5,0,Detchd,2,1,3,0,0,0,0,0,0,No_Fence,None,5,2009,WD,Normal,153000,9,2.0
902,RL,7875,No_Alley,4,Lvl,Inside,1,Gilbert,Norm,Norm,1Fam,2Story,7,5,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,PConc,No,Unf,Unf,783,GasA,Ex,Y,SBrkr,1509,3,1,8,1,Attchd,4,2,3,0,75,0,0,0,0,No_Fence,None,7,2006,WD,Normal,180000,3,2.5
903,RL,14859,No_Alley,3,HLS,CulDSac,1,Gilbert,Norm,Norm,1Fam,1Story,7,5,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,27.0,PConc,No,Unf,Unf,1670,GasA,Ex,Y,SBrkr,1670,3,1,7,1,Attchd,3,3,3,144,60,0,0,0,0,No_Fence,None,8,2006,New,Partial,240000,0,2.0
904,RL,6173,No_Alley,3,Lvl,Inside,1,Sawyer,Norm,Norm,1Fam,1Story,5,6,1967,Gable,CompShg,HdBoard,Wd Sdng,BrkFace,75.0,CBlock,No,GLQ,Unf,876,GasA,TA,Y,SBrkr,902,3,1,6,0,Attchd,2,1,3,0,0,0,0,0,0,MnPrv,None,8,2007,WD,Normal,125500,40,1.0
905,RL,9920,No_Alley,4,Lvl,Inside,1,NAmes,Norm,Norm,1Fam,1Story,5,5,1954,Gable,CompShg,HdBoard,HdBoard,Stone,110.0,CBlock,No,Rec,LwQ,1056,GasA,TA,Y,SBrkr,1063,3,1,6,0,Attchd,3,1,3,0,0,164,0,0,0,MnPrv,None,2,2010,WD,Normal,128000,56,2.0
906,RL,13501,No_Alley,3,Lvl,Corner,1,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,Gable,CompShg,VinylSd,VinylSd,Stone,208.0,PConc,No,GLQ,Unf,1623,GasA,Ex,Y,SBrkr,1636,3,1,8,1,Attchd,3,3,3,0,60,0,0,0,0,No_Fence,None,6,2007,WD,Normal,255000,1,3.0
907,RL,11500,No_Alley,3,Lvl,Inside,1,Crawfor,Norm,Norm,1Fam,1.5Fin,7,7,1936,Gable,CompShg,BrkFace,BrkFace,None,0.0,CBlock,No,Rec,Unf,1017,GasA,Gd,Y,SBrkr,2057,3,1,6,1,Attchd,4,1,3,0,0,0,0,322,0,No_Fence,None,6,2006,WD,Normal,250000,19,1.5
908,RL,8885,No_Alley,3,Low,Inside,2,Mitchel,Norm,Norm,1Fam,1Story,5,5,1983,Gable,CompShg,HdBoard,HdBoard,None,0.0,CBlock,Av,BLQ,ALQ,864,GasA,TA,Y,SBrkr,902,2,1,5,0,Attchd,2,2,3,164,0,0,0,0,0,MnPrv,None,6,2006,WD,Normal,131000,23,2.0
909,RL,12589,No_Alley,2,Lvl,Inside,1,Gilbert,Norm,Norm,1Fam,2Story,6,5,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,PConc,No,Unf,Unf,742,GasA,Ex,Y,SBrkr,1484,3,1,8,1,Attchd,4,2,3,36,24,0,0,0,0,No_Fence,None,6,2009,WD,Normal,174000,4,2.5
910,RL,11600,No_Alley,4,Lvl,Corner,1,NAmes,Feedr,Norm,Duplex,2Story,5,5,1960,Gable,CompShg,MetalSd,MetalSd,BrkFace,361.0,CBlock,No,Rec,Unf,1105,GasA,TA,Y,FuseA,2274,5,2,12,0,Detchd,2,2,3,0,0,0,0,0,0,No_Fence,None,1,2010,WD,Normal,154300,50,2.0
911,RL,9286,No_Alley,3,Lvl,CulDSac,2,CollgCr,Norm,Norm,1Fam,1Story,5,7,1977,Gable,CompShg,HdBoard,Plywood,None,0.0,CBlock,Av,ALQ,Unf,1268,GasA,TA,Y,SBrkr,1268,3,1,5,0,Detchd,2,1,3,173,0,0,0,0,0,No_Fence,None,10,2009,WD,Normal,143500,20,1.5
912,RM,6120,No_Alley,4,Lvl,Inside,1,BrkSide,Norm,Norm,1Fam,1Story,5,7,1925,Gable,CompShg,MetalSd,MetalSd,None,0.0,BrkTil,No,Rec,Unf,768,GasA,TA,N,SBrkr,1015,3,1,6,0,Detchd,2,1,3,0,0,112,0,120,0,MnPrv,Shed,7,2006,WD,Abnorml,88000,56,1.0
913,RH,6270,No_Alley,4,HLS,Inside,1,Crawfor,Norm,Norm,Duplex,2Story,5,6,1949,Gable,CompShg,MetalSd,MetalSd,None,0.0,CBlock,No,BLQ,Unf,1001,GasA,TA,N,FuseA,2002,4,2,8,0,2Types,2,3,3,0,0,0,0,0,0,No_Fence,None,8,2007,WD,Normal,145000,57,2.0
914,FV,3000,Pave,4,Lvl,Inside,1,Somerst,Norm,Norm,TwnhsE,2Story,6,5,2009,Gable,CompShg,VinylSd,VinylSd,Stone,76.0,PConc,Av,GLQ,Unf,612,GasA,Ex,Y,SBrkr,1224,2,1,4,0,Detchd,3,2,3,0,234,0,0,0,0,No_Fence,None,6,2009,New,Partial,173733,0,2.5
915,RM,2001,No_Alley,4,Lvl,Inside,1,MeadowV,Norm,Norm,Twnhs,2Story,4,5,1970,Gable,CompShg,CemntBd,CmentBd,BrkFace,80.0,CBlock,No,Unf,Unf,546,GasA,Fa,Y,SBrkr,1092,3,1,6,0,Attchd,2,1,3,0,0,0,0,0,0,No_Fence,None,1,2007,WD,Normal,75000,37,1.5
916,C (all),9000,No_Alley,4,Lvl,Inside,1,IDOTRR,Norm,Norm,1Fam,1Story,2,3,1949,Gable,CompShg,AsbShng,AsbShng,None,0.0,CBlock,Av,BLQ,Unf,480,GasA,TA,N,FuseA,480,1,1,4,0,Detchd,2,1,3,0,0,0,0,0,0,No_Fence,None,10,2006,WD,Abnorml,35311,56,1.0
917,RL,17140,No_Alley,4,Lvl,Inside,1,Edwards,Norm,Norm,1Fam,1Story,4,6,1956,Gable,CompShg,VinylSd,VinylSd,None,0.0,CBlock,No,ALQ,Unf,1134,GasA,Ex,Y,FuseA,1229,3,1,6,0,Attchd,3,1,3,0,0,0,0,0,0,No_Fence,None,4,2009,WD,Normal,135000,53,1.0
918,RL,13125,No_Alley,3,Lvl,Corner,1,SawyerW,Norm,Norm,1Fam,2Story,7,5,1991,Gable,CompShg,HdBoard,HdBoard,None,0.0,PConc,Mn,BLQ,GLQ,1104,GasA,Ex,Y,SBrkr,2127,4,1,8,1,Attchd,3,3,3,72,192,224,0,0,0,GdPrv,None,11,2007,WD,Normal,238000,16,3.5
919,RL,11029,No_Alley,3,Lvl,Corner,1,NAmes,Norm,Norm,1Fam,1Story,6,8,1958,Hip,CompShg,MetalSd,MetalSd,None,0.0,CBlock,No,ALQ,BLQ,1184,GasA,Ex,Y,SBrkr,1414,3,1,6,1,Attchd,2,2,3,0,51,0,0,190,0,No_Fence,None,5,2008,WD,Normal,176500,6,2.0
920,RL,8462,No_Alley,3,Lvl,Inside,1,SawyerW,Norm,Norm,1Fam,2Story,6,5,1994,Gable,CompShg,HdBoard,HdBoard,BrkFace,105.0,PConc,No,GLQ,Unf,928,GasA,Ex,Y,SBrkr,1721,3,1,7,0,Attchd,3,2,3,300,87,0,0,0,0,No_Fence,None,7,2007,WD,Normal,201000,13,3.0
921,RL,8777,No_Alley,4,Lvl,Inside,1,Edwards,Feedr,Norm,Duplex,1.5Fin,5,7,1900,Gable,CompShg,MetalSd,MetalSd,None,0.0,CBlock,No,ALQ,Unf,1272,GasA,Gd,Y,SBrkr,2200,4,2,9,0,No_Garage,1,0,1,0,70,0,0,0,0,GdPrv,None,9,2008,WD,Normal,145900,5,5.0
922,RL,10237,No_Alley,4,Lvl,Inside,1,Gilbert,RRAn,Norm,1Fam,1Story,6,5,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,PConc,No,GLQ,Unf,1316,GasA,Ex,Y,SBrkr,1316,3,1,6,1,Attchd,4,2,3,100,0,0,23,0,0,No_Fence,None,10,2006,New,Partial,169990,0,2.0
923,RL,8012,No_Alley,4,Lvl,Inside,1,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1993,Gable,CompShg,Plywood,Plywood,None,0.0,PConc,No,LwQ,GLQ,1604,GasA,Ex,Y,SBrkr,1617,2,1,5,1,Attchd,3,2,3,0,69,0,0,0,0,No_Fence,None,7,2008,WD,Normal,193000,14,3.0
924,RL,10240,No_Alley,4,Lvl,Inside,1,NWAmes,Norm,Norm,1Fam,1Story,6,6,1980,Gable,CompShg,Plywood,Plywood,BrkFace,157.0,CBlock,No,BLQ,LwQ,1686,GasA,TA,Y,SBrkr,1686,3,1,7,1,Attchd,2,2,3,384,131,0,0,0,0,No_Fence,None,5,2006,WD,Normal,207500,26,3.0
925,RL,15611,No_Alley,3,Lvl,Corner,1,NWAmes,Norm,Norm,1Fam,1Story,5,6,1977,Gable,CompShg,VinylSd,VinylSd,None,0.0,PConc,Av,ALQ,LwQ,1126,GasA,TA,Y,SBrkr,1126,3,1,6,0,Attchd,3,2,3,180,0,0,0,0,0,No_Fence,None,3,2008,WD,Abnorml,175000,31,2.5
926,RL,11999,No_Alley,4,Lvl,Inside,1,NridgHt,Norm,Norm,1Fam,2Story,8,5,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,340.0,PConc,No,Unf,Unf,1181,GasA,Ex,Y,SBrkr,2374,4,1,10,1,BuiltIn,4,3,3,104,100,0,0,0,0,No_Fence,None,5,2007,WD,Normal,285000,3,2.5
927,RL,9900,No_Alley,4,Lvl,Inside,1,NWAmes,Feedr,Norm,1Fam,2Story,7,5,1968,Gable,CompShg,MetalSd,MetalSd,BrkFace,342.0,CBlock,No,BLQ,Unf,832,GasA,Gd,Y,SBrkr,1978,4,1,9,1,Attchd,3,2,3,0,43,0,0,0,0,GdPrv,None,4,2008,WD,Normal,176000,40,2.5
928,RL,11838,No_Alley,4,Lvl,Inside,1,CollgCr,Norm,Norm,1Fam,1Story,8,5,2001,Hip,CompShg,VinylSd,VinylSd,None,0.0,PConc,Av,Unf,Unf,1753,GasA,Ex,Y,SBrkr,1788,3,1,7,1,Attchd,3,2,3,202,151,0,0,0,0,No_Fence,None,6,2009,WD,Normal,236500,8,2.0
929,RL,13006,No_Alley,3,Lvl,Corner,1,Gilbert,Norm,Norm,1Fam,2Story,7,5,1997,Gable,CompShg,HdBoard,HdBoard,BrkFace,285.0,PConc,No,Unf,Unf,964,GasA,Gd,Y,SBrkr,2236,4,1,8,1,BuiltIn,4,2,3,0,0,0,0,0,0,No_Fence,None,11,2006,WD,Normal,222000,9,2.5
